id_establecimiento,provincia,canton,parroquia,tipo_establecimiento,institucion,sector,provincia_norm,canton_norm,parroquia_norm,codigo_dpa
170,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ZAMORA,CHINCHIPE,ZUMBA,6315.0
171,LOJA,CALVAS,EL LUCERO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,CALVAS,LUCERO,1230.0
172,MANABÍ,TOSAGUA,TOSAGUA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,TOSAGUA,TOSAGUA,6170.0
173,IMBABURA,PIMAMPIRO,PIMAMPIRO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,IMBABURA,PIMAMPIRO,PIMAMPIRO,5750.0
174,MORONA SANTIAGO,SUCÚA,HUAMBI,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MORONA,SUCUA,HUAMBI,1635.0
175,MANABÍ,SAN VICENTE,SAN VICENTE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,SAN,SAN,6785.0
176,ESMERALDAS,ESMERALDAS,SAN MATEO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ESMERALDAS,ESMERALDAS,SAN,3570.0
178,MANABÍ,FLAVIO ALFARO,FLAVIO ALFARO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,FLAVIO,FLAVIO,5480.0
179,SANTA ELENA,SANTA ELENA,CHANDUY,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,SANTA,SANTA,CHANDUY,820.0
180,MANABÍ,24 DE MAYO,BELLAVISTA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,MAYO,BELLAVISTA,330.0
181,GUAYAS,GUAYAQUIL,TENGUEL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,GUAYAQUIL,TENGUEL,4120.0
182,ESMERALDAS,ATACAMES,TONCHIGÜE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ESMERALDAS,ATACAMES,TONCHIGUE,4055.0
183,MANABÍ,OLMEDO,OLMEDO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,OLMEDO,OLMEDO,6495.0
184,GUAYAS,PEDRO CARBO,PEDRO CARBO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,PEDRO,PEDRO,5735.0
185,COTOPAXI,SALCEDO,CUSUBAMBA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,COTOPAXI,SALCEDO,CUSUBAMBA,745.0
186,MANABÍ,EL CARMEN,EL CARMEN CABECERA CANTONAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,CARMEN,CARMEN,5300.0
188,LOJA,QUILANGA,FUNDOCHAMBA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,QUILANGA,FUNDOCHAMBA,360.0
189,CHIMBORAZO,GUAMOTE,PALMIRA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,GUAMOTE,PALMIRA,2730.0
191,AZUAY,GUALACEO,SIMÓN BOLÍVAR (CAB. EN GAÑANZOL),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,GUALACEO,SIMON,3780.0
194,AZUAY,GUALACEO,ZHIDMAD,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,GUALACEO,ZHIDMAD,4340.0
195,MANABÍ,JIPIJAPA,AMÉRICA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,JIPIJAPA,AMERICA,105.0
196,BOLÍVAR,GUARANDA,SAN SIMÓN (YACOTO),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,BOLIVAR,GUARANDA,SAN,3545.0
196,BOLÍVAR,GUARANDA,SAN SIMÓN (YACOTO),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,BOLIVAR,GUARANDA,SAN,3670.0
196,BOLÍVAR,GUARANDA,SAN SIMÓN (YACOTO),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,BOLIVAR,GUARANDA,SAN,795.0
197,LOJA,PINDAL,CHAQUINAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,PINDAL,CHAQUINAL,835.0
198,AZUAY,GUACHAPALA,GUACHAPALA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,GUACHAPALA,GUACHAPALA,6615.0
199,CHIMBORAZO,RIOBAMBA,SAN JUAN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,RIOBAMBA,SAN,3515.0
199,CHIMBORAZO,RIOBAMBA,SAN JUAN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,RIOBAMBA,SAN,3560.0
200,PICHINCHA,CAYAMBE,CANGAHUA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,PICHINCHA,CAYAMBE,CANGAHUA,480.0
201,BOLÍVAR,ECHEANDIA,ECHEANDÍA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,BOLIVAR,ECHEANDIA,ECHEANDIA,5350.0
202,AZUAY,CUENCA,VALLE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,CUENCA,VALLE,4200.0
203,BOLÍVAR,SAN MIGUEL,BILOVÁN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,BOLIVAR,SAN,BILOVAN,345.0
205,ESMERALDAS,SAN LORENZO,CONCEPCIÓN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ESMERALDAS,SAN,CONCEPCION,620.0
206,ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ZAMORA,NANGARITZA,GUAYZIMI,5520.0
207,CAÑAR,BIBLIAN,SAN FRANCISCO DE SAGEO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CANAR,BIBLIAN,SAN,3410.0
208,CHIMBORAZO,RIOBAMBA,QUIMIAG,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,RIOBAMBA,QUIMIAG,3095.0
209,CHIMBORAZO,PENÍPE,PENIPE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,PENIPE,PENIPE,5740.0
210,GUAYAS,EMPALME,EL ROSARIO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,EMPALME,ROSARIO,1640.0
211,ESMERALDAS,QUININDE,ROSA ZÁRATE (QUININDÉ),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ESMERALDAS,QUININDE,ROSA,5895.0
212,CAÑAR,DELEG,DELÉG,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CANAR,DELEG,DELEG,6425.0
213,CAÑAR,CAÑAR,INGAPIRCA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CANAR,CANAR,INGAPIRCA,1725.0
215,COTOPAXI,LATACUNGA,BELISARIO QUEVEDO (GUANAILÍN),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,COTOPAXI,LATACUNGA,BELISARIO,315.0
216,MORONA SANTIAGO,LIMÓN INDANZA,INDANZA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MORONA,LIMON,INDANZA,1720.0
217,PICHINCHA,QUITO,PACTO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,PICHINCHA,QUITO,PACTO,2690.0
218,CARCHI,ESPEJO,EL ÁNGEL CABECERA CANTONAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CARCHI,ESPEJO,ANGEL,5295.0
219,CARCHI,TULCÁN,JULIO ANDRADE (OREJUELA),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CARCHI,TULCAN,JULIO,1885.0
220,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ZAMORA,CHINCHIPE,ZUMBA,6315.0
221,ESMERALDAS,ESMERALDAS,MAJUA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ESMERALDAS,ESMERALDAS,MAJUA,2320.0
222,PICHINCHA,QUITO,PIFO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,PICHINCHA,QUITO,PIFO,2855.0
223,TUNGURAHUA,QUERO,QUERO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,TUNGURAHUA,QUERO,QUERO,5835.0
224,CHIMBORAZO,PALLATANGA,PALLATANGA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,PALLATANGA,PALLATANGA,6540.0
225,CAÑAR,AZOGUES,SAN MIGUEL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CANAR,AZOGUES,SAN,3575.0
225,CAÑAR,AZOGUES,SAN MIGUEL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CANAR,AZOGUES,SAN,5950.0
226,GUAYAS,NARANJITO,NARANJITO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,NARANJITO,NARANJITO,5705.0
227,COTOPAXI,SALCEDO,CUSUBAMBA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,COTOPAXI,SALCEDO,CUSUBAMBA,745.0
228,STO DGO TSACHILAS,SANTO DOMINGO,PUERTO LIMÓN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,STO,SANTO,PUERTO,4440.0
229,NAPO,ARCHIDONA,ARCHIDONA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,NAPO,ARCHIDONA,ARCHIDONA,5070.0
230,COTOPAXI,PUJILÍ,PUJILÍ,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,COTOPAXI,PUJILI,PUJILI,5820.0
231,STO DGO TSACHILAS,SANTO DOMINGO,ZARACAY,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,STO,SANTO,ZARACAY,6180.0
232,LOS RÍOS,VINCES,ANTONIO SOTOMAYOR (CAB. PLAYAS DE VINCE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOS,VINCES,ANTONIO,140.0
233,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JUAN BOSCO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MORONA,SAN,SAN,3920.0
233,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JUAN BOSCO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MORONA,SAN,SAN,710.0
233,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JUAN BOSCO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MORONA,SAN,SAN,6445.0
234,MANABÍ,SUCRE,LEONIDAS PLAZA GURIÉRREZ,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,SUCRE,LEONIDAS,5580.0
235,LOS RÍOS,BABAHOYO,PIMOCHA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOS,BABAHOYO,PIMOCHA,2875.0
237,LOS RÍOS,VINCES,VINCES,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOS,VINCES,VINCES,6245.0
238,MANABÍ,PICHINCHA,PICHINCHA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,PICHINCHA,PICHINCHA,6550.0
239,ESMERALDAS,SAN LORENZO,CARONDELET,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ESMERALDAS,SAN,CARONDELET,535.0
241,MANABÍ,PORTOVIEJO,SAN PLÁCIDO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,PORTOVIEJO,SAN,3625.0
241,MANABÍ,PORTOVIEJO,SAN PLÁCIDO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,PORTOVIEJO,SAN,6585.0
242,LOJA,CATAMAYO,EL TAMBO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,CATAMAYO,TAMBO,1200.0
243,GUAYAS,EMPALME,VELASCO IBARRA (CAB. EL EMPALME),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,EMPALME,VELASCO,6225.0
244,ESMERALDAS,ESMERALDAS,CAMARONES (CAB. EN SAN VICENTE),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ESMERALDAS,ESMERALDAS,CAMARONES,450.0
245,PICHINCHA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,PICHINCHA,PEDRO,PEDRO,6415.0
246,MANABÍ,CHONE,CANUTO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,CHONE,CANUTO,495.0
247,EL ORO,PIÑAS,SAN ROQUE (AMBROSIO MALDONADO),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ORO,PINAS,SAN,3650.0
248,MANABÍ,FLAVIO ALFARO,FLAVIO ALFARO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,FLAVIO,FLAVIO,5480.0
249,MANABÍ,OLMEDO,OLMEDO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,OLMEDO,OLMEDO,6495.0
250,CARCHI,MONTÚFAR,SAN GABRIEL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CARCHI,MONTUFAR,SAN,5970.0
251,GUAYAS,NARANJAL,NARANJAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,NARANJAL,NARANJAL,5675.0
253,LOS RÍOS,VINCES,VINCES,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOS,VINCES,VINCES,6245.0
254,MANABÍ,CHONE,SANTA RITA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,CHONE,SANTA,6055.0
255,STO DGO TSACHILAS,SANTO DOMINGO,ALLURIQUIN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,STO,SANTO,ALLURIQUIN,75.0
256,CARCHI,MONTÚFAR,LA PAZ,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CARCHI,MONTUFAR,PAZ,2065.0
257,MANABÍ,24 DE MAYO,BELLAVISTA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,MAYO,BELLAVISTA,330.0
258,COTOPAXI,LA MANÁ,GUASAGANDA (CAB. EN GUASAGANDA CENTRO),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,COTOPAXI,MANA,GUASAGANDA,1500.0
259,COTOPAXI,LA MANÁ,LA MANÁ CABECERA CANTONAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,COTOPAXI,MANA,MANA,6535.0
260,TUNGURAHUA,TISALEO,TISALEO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,TUNGURAHUA,TISALEO,TISALEO,5515.0
261,COTOPAXI,LATACUNGA,SAN JUAN DE PASTOCALLE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,COTOPAXI,LATACUNGA,SAN,3530.0
261,COTOPAXI,LATACUNGA,SAN JUAN DE PASTOCALLE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,COTOPAXI,LATACUNGA,SAN,5940.0
262,MANABÍ,BOLÍVAR,CALCETA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,BOLIVAR,CALCETA,5150.0
263,CHIMBORAZO,COLTA,COLUMBE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,COLTA,COLUMBE,610.0
264,MANABÍ,FLAVIO ALFARO,FLAVIO ALFARO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,FLAVIO,FLAVIO,5480.0
265,CHIMBORAZO,ALAUSÍ,GUASUNTOS,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,ALAUSI,GUASUNTOS,1465.0
266,MANABÍ,JIPIJAPA,LA UNIÓN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,JIPIJAPA,UNION,560.0
267,LOJA,SARAGURO,SAN PABLO DE TENTA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,SARAGURO,SAN,3340.0
267,LOJA,SARAGURO,SAN PABLO DE TENTA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,SARAGURO,SAN,3600.0
267,LOJA,SARAGURO,SAN PABLO DE TENTA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,SARAGURO,SAN,3665.0
269,MANABÍ,MONTECRISTI,LA PILA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,MONTECRISTI,PILA,1545.0
270,MANABÍ,TOSAGUA,BACHILLERO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,TOSAGUA,BACHILLERO,265.0
271,AZUAY,NABÓN,NABÓN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,NABON,NABON,6595.0
272,MANABÍ,EL CARMEN,EL CARMEN CABECERA CANTONAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,CARMEN,CARMEN,5300.0
274,MANABÍ,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,SANTA,HONORATO,1610.0
276,AZUAY,EL PAN,SAN VICENTE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,PAN,SAN,1650.0
277,AZUAY,CHORDELEG,LA UNIÓN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,CHORDELEG,UNION,1535.0
278,MANABÍ,SANTA ANA,LA UNIÓN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,SANTA,UNION,2135.0
279,MORONA SANTIAGO,TIWINTZA,SAN JOSÉ DE MORONA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MORONA,TIWINTZA,SAN,1295.0
280,MANABÍ,EL CARMEN,EL CARMEN CABECERA CANTONAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,CARMEN,CARMEN,5300.0
282,MANABÍ,EL CARMEN,WILFRIDO LOOR MOREIRA (MAICITO),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,CARMEN,WILFRIDO,1070.0
284,ZAMORA CHINCHIPE,EL PANGUI,EL GUISMI,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ZAMORA,PANGUI,GUISMI,665.0
285,CHIMBORAZO,CHUNCHI,COMPUD,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,CHUNCHI,COMPUD,615.0
287,BOLÍVAR,SAN MIGUEL,SAN MIGUEL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,BOLIVAR,SAN,SAN,3595.0
287,BOLÍVAR,SAN MIGUEL,SAN MIGUEL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,BOLIVAR,SAN,SAN,3900.0
287,BOLÍVAR,SAN MIGUEL,SAN MIGUEL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,BOLIVAR,SAN,SAN,5995.0
288,MANABÍ,24 DE MAYO,SUCRE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,MAYO,SUCRE,6105.0
289,GUAYAS,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,LOMAS,LOMAS,6440.0
290,LOS RÍOS,BABAHOYO,CARACOL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOS,BABAHOYO,CARACOL,520.0
291,MANABÍ,SANTA ANA,SAN PABLO (CAB EN PUEBLO NUEVO),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,SANTA,SAN,1105.0
292,MANABÍ,PORTOVIEJO,CRUCITA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,PORTOVIEJO,CRUCITA,770.0
293,IMBABURA,COTACACHI,GARCÍA MORENO (LLURIMAGUA),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,IMBABURA,COTACACHI,GARCIA,1310.0
294,LOJA,LOJA,SAN LUCAS,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,LOJA,SAN,3555.0
294,LOJA,LOJA,SAN LUCAS,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,LOJA,SAN,4540.0
294,LOJA,LOJA,SAN LUCAS,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,LOJA,SAN,6015.0
295,LOJA,ESPÍNDOLA,27 DE ABRIL (CAB EN LA NARANJA),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,ESPINDOLA,ABRIL,4460.0
296,MANABÍ,PAJÁN,CASCOL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,PAJAN,CASCOL,540.0
297,GUAYAS,NARANJAL,JESÚS MARÍA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,NARANJAL,JESUS,1830.0
298,MANABÍ,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,SANTA,HONORATO,1610.0
300,MANABÍ,MONTECRISTI,MONTECRISTI CABECERA CANTONAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,MONTECRISTI,MONTECRISTI,5665.0
301,ESMERALDAS,ELOY ALFARO,SANTA LUCÍA DE LAS PEÑAS,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ESMERALDAS,ELOY,SANTA,4595.0
302,MANABÍ,PUERTO LÓPEZ,SALANGO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,PUERTO,SALANGO,1920.0
303,GUAYAS,SALITRE,JUNQUILLAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,SALITRE,JUNQUILLAL,1595.0
304,AZUAY,GIRÓN,ASUNCIÓN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,GIRON,ASUNCION,175.0
306,LOJA,PALTAS,GUACHANAMÁ,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,PALTAS,GUACHANAMA,1380.0
307,MANABÍ,CHONE,CHONE CABECERA CANTONAL,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,MANABI,CHONE,CHONE,5250.0
308,LOJA,ZAPOTILLO,LIMONES,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,LOJA,ZAPOTILLO,LIMONES,280.0
309,GUAYAS,MILAGRO,ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,GUAYAS,MILAGRO,ROBERTO,3235.0
310,AZUAY,CUENCA,LLACAO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,CUENCA,LLACAO,2255.0
311,COTOPAXI,SALCEDO,CUSUBAMBA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,COTOPAXI,SALCEDO,CUSUBAMBA,745.0
313,TUNGURAHUA,QUERO,QUERO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,TUNGURAHUA,QUERO,QUERO,5835.0
314,CHIMBORAZO,COLTA,COLUMBE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,COLTA,COLUMBE,610.0
315,CAÑAR,CAÑAR,CAÑAR,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CANAR,CANAR,CANAR,5160.0
316,SANTA ELENA,SANTA ELENA,COLONCHE,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,SANTA,SANTA,COLONCHE,605.0
317,AZUAY,SIGSIG,LUDO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,SIGSIG,LUDO,2215.0
318,ORELLANA,LORETO,LORETO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ORELLANA,LORETO,LORETO,6455.0
319,TUNGURAHUA,PATATE,LOS ANDES (CAB EN POATUG),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,TUNGURAHUA,PATATE,LOS,2210.0
320,ESMERALDAS,QUININDE,ROSA ZÁRATE (QUININDÉ),Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,ESMERALDAS,QUININDE,ROSA,5895.0
321,CHIMBORAZO,GUAMOTE,PALMIRA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,GUAMOTE,PALMIRA,2730.0
322,IMBABURA,ANTONIO ANTE,SAN FCO. DE NATABUELA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,IMBABURA,ANTONIO,SAN,3400.0
322,IMBABURA,ANTONIO ANTE,SAN FCO. DE NATABUELA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,IMBABURA,ANTONIO,SAN,3465.0
322,IMBABURA,ANTONIO ANTE,SAN FCO. DE NATABUELA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,IMBABURA,ANTONIO,SAN,3640.0
323,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,PICHINCHA,PUERTO,PUERTO,6125.0
325,CHIMBORAZO,COLTA,SANTIAGO DE QUITO (CAB. EN SAN,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,COLTA,SANTIAGO,4430.0
326,STO DGO TSACHILAS,SANTO DOMINGO,LUZ DE AMÉRICA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,STO,SANTO,LUZ,1755.0
327,AZUAY,CAMILO PONCE ENRÍQUEZ,CAMILO PONCE ENRÍQUEZ,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,CAMILO,CAMILO,6875.0
328,AZUAY,CUENCA,QUINGEO,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,AZUAY,CUENCA,QUINGEO,3105.0
329,PASTAZA,MERA,MADRE TIERRA,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,PASTAZA,MERA,MADRE,2310.0
330,CHIMBORAZO,CHUNCHI,CHUNCHI,Dispensario Médico (Policlínico),Seguro Social Campesino,Sector público,CHIMBORAZO,CHUNCHI,CHUNCHI,5255.0
